17852,lb,52,30,11,10,914298.3
17853,ag,430,55,44,85,158834.87
17854,za,110,46,53,38,133777.89
17855,cu,738,42,15,57,433164.68
17856,ws,508,75,7,96,537846.87
17857,fo,314,74,21,23,962815.36
17858,so,347,8,48,11,269867.41
17859,fo,29,25,47,61,758454.01
17860,mh,463,84,13,91,488467.44
17861,ua,828,77,36,55,919611.74
17862,cl,342,52,21,13,654359.84
17863,ye,912,2,44,43,494866.4
17864,tk,202,72,35,32,542545.89
17865,ws,154,46,22,46,230616.86
17866,tt,534,99,23,20,441230.28
17867,ps,953,98,20,75,977676.5
17868,tm,548,7,30,48,214556.51
17869,tn,346,48,52,34,651462.99
17870,mn,839,33,46,68,860629.05
17871,bz,965,99,36,40,500707.27
17872,mo,545,56,36,46,472748.86
17873,ae,738,27,47,67,400089.75
17874,de,252,41,19,68,103424.37
17875,de,699,47,34,3,677914.94
17876,in,698,6,20,47,762320.75
17877,gq,249,91,30,6,284716.41
17878,ws,438,19,56,22,359120.16
17879,so,77,51,50,81,709409.26
17880,hk,910,69,28,15,919177.01
17881,tm,708,83,22,78,66320.27
17882,be,19,15,52,75,871762.97
17883,cg,536,1,31,17,51728.23
17884,lv,429,48,48,66,325662.23
17885,ge,202,21,10,62,570989.69
17886,md,115,33,48,64,41876.18
17887,gp,758,12,51,30,545685.17
17888,sa,500,26,9,35,291355.12
17889,ua,710,85,48,83,774436.78
17890,ne,985,84,40,3,902395.5
17891,bj,788,10,27,93,277017.89
17892,bj,694,58,48,25,599632.41
17893,tv,177,28,13,64,203056.44
17894,ph,111,61,43,15,88295.19
17895,hn,895,23,52,68,561793.74
17896,kh,902,13,12,54,126594.18
17897,fr,263,24,31,56,158506.35
17898,se,375,13,7,31,137431.17
17899,pg,694,30,1,97,587515.7
17900,lk,602,91,9,34,567405.65
17901,ki,463,87,56,62,17810.94
17902,gt,617,70,39,10,781463.68
17903,ck,85,95,10,58,227875.53
17904,kh,707,72,34,42,266341.19
17905,tw,891,1,35,30,963241.16
17906,mx,793,23,10,15,970354.57
17907,ni,615,76,38,71,480834.84
17908,mq,666,91,35,72,412372.7
17909,je,123,35,11,9,116375.13
17910,pr,264,91,3,16,836399.49
17911,re,783,97,34,71,833477.76
17912,bt,503,76,47,88,506458.64
17913,mc,537,11,27,67,550056.37
17914,pe,302,87,45,23,278785.17
17915,tz,338,12,26,68,866207.59
17916,io,893,64,26,82,677207.19
17917,gi,797,18,44,98,766872.14
17918,ch,174,21,28,78,595339.59
17919,lk,275,3,12,18,496924.42
17920,sy,434,73,25,22,769262.72
17921,jo,636,99,42,33,787.5
17922,ci,615,45,3,82,992897.9
17923,ru,892,49,54,38,920862.91
17924,lb,65,97,11,77,369313.75
17925,pt,374,98,29,8,17576.34
17926,ag,269,30,3,76,429519.89
17927,sa,699,54,40,75,393102.48
17928,gl,676,21,7,20,466475.88
17929,iq,159,28,49,92,793873.82
17930,ro,789,75,34,51,18705.87
17931,tr,403,39,18,49,306335.46
17932,gg,332,26,43,57,903733.06
17933,fr,471,70,52,95,207050.18
17934,cr,104,50,28,51,824523.39
17935,cu,72,26,38,21,284795.11
17936,kg,685,71,42,14,588280.59
17937,dm,747,1,24,98,101758.32
17938,bz,514,44,50,84,471103.56
17939,cz,353,39,36,94,313649.42
17940,vn,776,20,37,82,777396.3
17941,dz,198,47,15,45,243551.63
17942,nu,758,17,43,49,45943.73
17943,gi,428,75,39,92,58651.39
17944,lv,621,62,45,12,882403.06
17945,vc,706,22,32,93,626948.18
17946,tr,769,14,13,90,463082.21
17947,ck,594,85,4,65,182575.18
17948,tk,420,9,1,52,449633.07
17949,gr,497,26,10,23,280482.16
17950,si,806,14,40,10,394549.07
17951,sj,571,99,47,38,79981.55
17952,fi,513,73,3,15,690328.1
17953,pl,214,3,44,74,813116.05
17954,gy,932,81,40,94,870176.57
17955,in,908,34,48,3,106218.86
17956,jp,884,52,46,22,37198.84
17957,pg,901,85,31,67,730052.07
17958,zw,359,64,2,22,311308.01
17959,an,788,22,20,34,516852.77
17960,vi,72,51,53,22,52497.84
17961,cd,325,41,51,93,132178.87
17962,fr,333,86,52,18,968310.96
17963,kn,814,16,51,83,158282.79
17964,pw,826,75,22,40,851421.9
17965,mh,76,6,16,63,345917.17
17966,um,278,1,54,83,449430.49
17967,eg,723,29,24,31,961440.86
17968,bz,604,62,38,69,381077.01
17969,id,525,93,9,88,946994.52
17970,fi,791,85,26,44,218071.6
17971,ec,986,42,20,43,992555.2
17972,uy,221,36,2,62,473216.84
17973,me,269,81,21,93,917875.38
17974,cg,993,38,42,46,944367.76
17975,mw,582,100,30,43,77994.28
17976,ua,854,61,54,6,953362.05
17977,dm,835,57,30,63,693128.02
17978,yt,300,13,24,27,921889.35
17979,gf,686,67,31,22,186832.97
17980,mh,73,27,5,3,690176.88
17981,tj,294,90,7,28,65270.21
17982,cc,832,87,38,62,55077.63
17983,ro,977,16,4,10,680409.23
17984,ag,41,75,14,54,484323.28
17985,sk,588,39,52,91,718145.28
17986,td,732,52,46,36,691322.47
17987,bm,916,49,4,69,444007.59
17988,ge,659,30,10,54,137032.1
17989,my,163,11,18,79,823326.59
17990,bb,153,21,42,21,326598.45
17991,bh,382,72,36,60,831775.99
17992,dj,274,43,19,48,534099.3
17993,kp,749,36,23,46,294857.25
17994,li,511,60,48,41,819357.57
17995,fo,355,94,13,3,913642.78
17996,mw,817,36,56,71,606335.4
17997,za,134,49,9,28,174309.64
17998,cy,851,44,48,93,314767.06
17999,me,619,52,42,74,985200.74
18000,ws,424,11,20,49,133043.88
18001,om,112,78,33,18,6077.85
18002,mo,73,93,31,31,244273.5
18003,mp,974,29,27,87,22983.76
18004,eh,952,75,29,26,618424.77
18005,tc,695,70,4,85,951611.76
18006,zw,320,93,15,30,252828.86
18007,nz,925,44,28,46,282368.75
18008,mu,992,56,12,61,110524.37
18009,ke,794,51,39,71,909543.97
18010,nc,574,32,6,95,141772.66
18011,gs,445,40,6,23,811691.88
18012,cr,644,97,39,19,693868.15
18013,tk,627,70,5,69,259662.21
18014,tw,576,65,18,74,250042.67
18015,mn,686,71,23,32,635468.44
18016,ug,270,99,17,70,85588.15
18017,fm,537,95,20,13,971107.41
18018,ml,691,85,39,60,464228.21
18019,tn,979,44,56,8,78428.95
18020,vu,681,20,14,98,695232.85
18021,dz,958,6,53,97,259115.65
18022,gd,907,88,32,9,190743.73
18023,na,501,25,20,3,398393.89
18024,my,66,37,16,42,262954.94
18025,qa,66,18,8,84,509536.72
18026,py,322,15,43,96,974598.82
18027,kz,660,70,51,97,704887.53
18028,nf,443,75,9,14,295164.67
18029,mh,702,60,24,66,302540.79
18030,sz,790,66,51,57,118915.74
18031,nu,902,33,53,43,165535.58
18032,to,478,46,40,34,584851.96
18033,uz,47,93,12,87,639352.39
18034,yt,761,44,3,29,190023.07
18035,do,567,54,34,95,254751.65
18036,iq,763,50,34,22,12138.1
18037,bn,210,20,16,25,334947.89
18038,ws,668,17,2,57,864597.84
18039,ht,298,84,56,56,954613.78
18040,eg,436,7,2,11,4113.17
18041,ie,965,16,2,96,303565.26
18042,tz,137,5,1,61,958051.4
18043,bb,998,26,39,57,571546.93
18044,bn,468,100,19,50,38771.88
18045,si,1,40,34,2,888110.42
18046,ke,382,52,12,56,474385.8
18047,td,779,73,4,21,837103.26
18048,ao,638,36,14,1,275131.82
18049,sk,895,97,55,90,156683.43
18050,tz,395,3,36,32,4845.03
18051,ao,363,20,52,20,583258.74
18052,li,749,61,35,21,325885.44
18053,sc,896,88,56,37,704978.34
18054,to,998,24,35,61,252612
18055,bi,825,14,35,96,441091.29
18056,as,179,62,44,3,792135.87
18057,hu,133,72,12,16,149803.32
18058,vi,446,72,20,89,371003.96
18059,jo,823,61,55,12,788926.57
18060,tn,75,28,45,87,942179.26
18061,ug,890,23,28,84,299123.03
18062,id,304,14,41,8,880196.6
18063,gs,772,1,41,58,900936.39
18064,im,352,86,6,27,549442.43
18065,nc,611,15,8,42,957626.13
18066,st,679,8,17,26,181279.06
18067,mr,196,33,33,90,547289.31
18068,pe,45,89,15,67,976953.69
18069,ps,88,54,5,93,926157.21
18070,la,854,62,55,73,489185.51
18071,ba,846,26,18,80,219892.57
18072,by,731,24,18,71,445181.12
18073,bf,509,77,21,68,634054.3
18074,pg,443,85,1,100,135775.97
18075,do,175,90,21,30,958717.07
18076,mk,72,46,51,92,788455.42
18077,sv,284,57,31,27,339631.33
18078,fj,400,6,46,31,531960.74
18079,by,633,88,48,92,72139.51
18080,mc,324,34,1,16,758588
18081,gw,609,80,45,23,388286.79
18082,ao,797,66,53,100,894983.87
18083,ax,950,76,41,1,34843.82
18084,uy,675,40,21,96,583841.89
18085,bs,854,20,53,54,106136.87
18086,tf,887,96,45,99,837107.29
18087,ma,196,52,28,74,117614.81
18088,bg,18,21,36,2,786843.52
18089,bg,175,72,48,5,105858.08
18090,sk,764,33,1,30,984419.8
18091,al,682,70,16,2,488681.44
18092,th,704,51,54,4,63252.6
18093,jm,780,46,36,97,475980.13
18094,gi,706,16,40,33,628216.28
18095,ki,319,96,14,80,344838.6
18096,dj,202,80,7,4,438142.59
18097,ne,625,7,3,98,435617.3
18098,zm,186,93,33,56,475127.94
18099,fj,384,20,27,9,644136.17
18100,tr,441,30,15,87,98492.12
18101,ml,72,19,9,80,505576.18
18102,co,571,61,1,57,580762.4
18103,tk,370,30,11,32,918847.73
18104,th,995,4,8,22,76718.59
18105,cy,667,60,54,6,212224.86
18106,pr,30,23,49,93,992255.68
18107,uz,975,61,55,70,478899.38
18108,mq,179,95,20,70,530543.04
18109,hu,239,46,36,17,930015.15
18110,bb,1000,74,17,37,548894.63
18111,ni,961,70,1,34,740705.46
18112,co,326,46,1,99,220367.46
18113,so,524,68,28,72,211049.34
18114,pr,938,40,4,14,858175.97
18115,ro,937,59,32,7,2085.26
18116,se,103,55,19,23,667032.97
18117,pf,118,89,38,32,792733.58
18118,cc,467,84,41,40,496225.91
18119,eg,86,33,38,43,699574.07
18120,fo,849,22,25,89,292654.58
18121,dm,161,7,49,80,443716.11
18122,tn,894,97,51,62,297047.25
18123,ci,687,78,18,52,330581.06
18124,bv,826,58,39,94,218325.84
18125,pf,807,83,24,3,159737.98
18126,ma,520,27,8,65,130698.63
18127,si,625,37,12,69,360428.42
18128,cx,1,16,20,63,559476.58
18129,zw,99,40,55,13,628532.15
18130,mw,72,47,45,9,76514.86
18131,br,635,28,18,16,169775.74
18132,km,201,87,51,39,613891.1
18133,by,42,84,48,50,129787.68
18134,vi,42,13,32,84,891239.81
18135,rw,728,91,31,34,573347.92
18136,mc,211,88,10,23,126959.5
18137,rs,444,93,31,36,117284.82
18138,at,500,88,55,69,124951.58
18139,ee,667,36,27,16,673714.8
18140,qa,429,16,46,22,28589.35
18141,zm,565,86,25,88,915143.27
18142,mp,74,16,5,7,300605.36
18143,nl,622,19,2,85,333552.73
18144,py,942,9,52,19,76822.2
18145,sn,569,17,9,35,670086.43
18146,hu,784,36,55,79,437277.07
18147,an,362,50,53,56,359514.53
18148,tg,453,88,41,75,776815.68
18149,gl,974,31,44,9,586685.75
18150,me,731,4,7,37,70254.11
18151,uz,973,27,27,43,44372.85
18152,pw,850,51,25,29,658160.63
18153,bv,104,64,3,8,243792.94
18154,tw,786,71,35,16,18048.44
18155,dj,228,73,41,74,824217.13
18156,ni,905,13,14,72,825340.55
18157,fk,760,53,4,91,318621.98
18158,vg,993,44,51,43,166866.82
18159,bo,24,1,43,18,8723.43
18160,im,592,10,13,95,476899.2
18161,ly,764,72,18,80,214790.8
18162,sk,642,61,15,24,307847.26
18163,gr,918,44,41,15,48582.04
18164,fi,609,22,12,57,648894.24
18165,as,464,51,3,82,197418.87
18166,na,155,81,21,17,448181.04
18167,gl,402,26,32,84,259030.53
18168,fm,111,57,45,6,74794.18
18169,sk,799,21,34,28,633329.04
18170,bh,341,27,36,5,799470.8
18171,mx,726,6,24,25,872661.93
18172,dk,961,29,49,31,786732.29
18173,cz,404,83,39,33,523225.46
18174,io,804,46,42,87,82657.07
18175,an,545,52,17,31,814460.58
18176,ve,107,32,32,28,508745.25
18177,bd,400,15,25,28,765.32
18178,th,128,70,19,89,447620.63
18179,cn,747,74,14,83,653632.7
18180,li,501,71,43,16,612307.5
18181,ps,73,29,8,40,405893.61
18182,cd,348,34,38,78,546684.7
18183,mn,263,87,39,13,832699.07
18184,vn,355,64,13,66,664545.85
18185,bb,708,97,45,86,159709.78
18186,mw,446,74,43,55,502960.01
18187,lk,504,20,8,44,417901.13
18188,tz,767,77,52,57,42418.68
18189,iq,355,84,35,91,232054.9
18190,tw,658,96,9,5,439926.05
18191,kp,95,61,47,1,638422.1
18192,lb,305,15,9,14,192192.74
18193,sj,729,69,26,35,897238.8
18194,ph,732,6,48,68,50998.15
18195,ms,916,70,11,73,504669.04
18196,mt,858,91,14,28,866774.07
18197,nz,845,2,14,32,746527.72
18198,gg,499,3,9,18,994966.38
18199,pf,528,62,13,34,382027.51
18200,af,974,42,2,43,855628.71
18201,re,793,24,46,19,239077.5
18202,ca,640,63,3,1,800737.3
18203,gt,764,3,22,89,40386.7
18204,bd,134,69,24,41,583805.98
18205,vi,417,91,50,36,63292.32
18206,kw,245,20,47,64,208981.61
18207,nf,532,13,3,81,284924.97
18208,kz,783,72,11,31,792151.07
18209,bv,829,76,47,44,82563.76
18210,np,898,62,19,72,843125.05
18211,ee,990,35,20,85,173944.37
18212,ml,33,13,13,57,533400.12
18213,vu,957,77,29,78,541550.04
18214,ua,252,18,8,90,333832.84
18215,tj,358,79,19,62,246588.67
18216,tg,123,81,31,42,655873.27
18217,sa,711,57,7,87,377985.05
18218,nu,961,34,40,33,215432.61
18219,uy,896,3,11,15,960829.83
18220,es,194,40,22,76,411290.02
18221,ht,742,36,9,68,274801.7
18222,re,206,85,7,90,618507.13
18223,no,491,59,39,57,133580.67
18224,aq,642,1,27,52,999882.87
18225,pe,94,68,28,92,519183.62
18226,cf,350,92,9,15,274024.84
18227,sg,708,75,28,17,599576.72
18228,gu,225,53,51,9,613220.57
18229,kn,969,39,55,1,51692
18230,nu,33,96,51,79,109355.5
18231,nf,488,55,25,62,701222.58
18232,gl,508,94,35,84,49845.69
18233,bf,207,71,2,40,259418.57
18234,bm,18,19,36,50,100209.26
18235,kn,250,58,51,36,969145.42
18236,tw,549,43,39,32,713145.05
18237,al,592,49,34,70,946733.09
18238,ba,776,51,35,93,531229.66
18239,li,104,70,20,82,858273.52
18240,wf,777,94,37,89,827748.01
18241,zw,397,92,53,75,217540.93
18242,ps,112,72,51,65,110338.75
18243,pt,546,73,9,83,762968.19
18244,ag,182,49,19,12,349945.09
18245,mr,336,93,11,87,310968.87
18246,gs,734,83,40,13,166602.16
18247,tt,687,41,36,67,382458.41
18248,mo,289,86,21,3,268543.03
18249,rs,736,10,27,88,778883.91
18250,fm,3,35,14,93,592587.59
18251,ne,612,64,22,33,249054.13
18252,li,254,39,8,40,483697.32
18253,re,589,29,38,76,122164.63
18254,gh,583,74,44,2,974526.49
18255,pl,715,82,15,67,352956.75
18256,mu,453,74,13,73,362164.05
18257,mg,789,50,38,78,978057.43
18258,ne,624,18,3,6,913479.86
18259,hk,55,81,13,18,222764.73
18260,mo,58,4,12,86,630552.54
18261,ir,369,44,16,10,381024
18262,mg,448,41,14,99,794552.67
18263,hk,556,43,24,12,604164.99
18264,cy,407,58,53,19,718828.13
18265,fk,128,87,27,65,232218.96
18266,tr,298,57,52,24,431449.38
18267,kp,644,67,27,58,570768.09
18268,md,416,39,40,58,205868.03
18269,ad,539,23,44,58,517062.18
18270,la,461,47,28,29,444346.8
18271,mv,858,100,40,15,140497.27
18272,gd,626,49,22,35,407380.56
18273,gu,77,52,34,53,738479.37
18274,va,977,97,22,88,280778.41
18275,li,409,1,16,89,548205.33
18276,cz,604,92,13,89,289155.28
18277,gb,938,39,39,93,191347.01
18278,in,754,74,24,39,332414.67
18279,kz,293,23,34,27,696806.67
18280,va,210,31,17,24,835426.93
18281,eg,100,59,55,11,260402.88
18282,eg,251,81,51,12,812981.72
18283,pe,512,22,8,38,136494.63
18284,pt,499,49,22,99,83687.77
18285,gt,570,35,5,96,749908.9
18286,lb,232,89,1,54,701199.33
18287,ad,868,38,9,65,72891.44
18288,nf,100,16,22,96,233316.89
18289,tt,592,40,47,91,605627.09
18290,in,970,62,54,88,933956.56
18291,np,840,10,34,57,712866.05
18292,pe,989,83,12,58,484645.41
18293,tk,84,83,20,83,855287.38
18294,cr,826,36,31,90,380450.67
18295,sy,984,52,29,61,744963.69
18296,ls,362,90,48,28,559358.9
18297,aw,100,97,12,51,417869.83
18298,eg,638,30,24,16,802235.83
18299,ug,35,10,45,78,548756.25
18300,mp,58,54,35,89,632844.87
18301,zw,278,17,4,94,723168.84
18302,ml,436,34,17,59,347627.22
18303,pe,637,35,13,65,593629.13
18304,md,796,23,3,27,30018.43
18305,im,835,92,54,33,894818.06
18306,az,643,66,17,64,346396
18307,cu,98,25,16,29,640450.13
18308,hk,338,41,12,97,37845.05
18309,ma,394,31,27,55,68145.84
18310,sd,499,26,1,91,87180.76
18311,nf,746,73,31,7,347610.84
18312,si,937,16,44,55,252618.33
18313,bw,488,4,10,13,774813.39
18314,ni,34,71,33,57,471250.72
18315,nr,33,70,43,40,245706.69
18316,tl,879,65,54,37,190125.69
18317,ge,565,28,36,55,361768.79
18318,rs,721,53,3,7,640470.61
18319,gp,650,64,36,13,532097.49
18320,au,233,79,9,51,997698.36
18321,bd,203,32,53,29,205186.26
18322,bg,849,96,22,79,238187.68
18323,si,793,33,41,90,334831.53
18324,sd,44,47,18,44,469151.12
18325,us,144,64,56,21,21978.72
18326,pw,676,22,30,36,958096.01
18327,as,965,46,52,35,615692.05
18328,an,427,82,29,38,919890.15
18329,dm,249,36,21,95,98995.95
18330,mk,808,51,56,76,866795.94
18331,uy,578,87,8,23,340252.49
18332,ne,918,87,4,81,368263.64
18333,mg,866,6,35,98,392857.92
18334,cx,899,51,37,32,981475.88
18335,us,153,78,4,60,434548.48
18336,vi,755,73,20,12,979491.33
18337,lv,681,73,36,3,714117.07
18338,ye,244,55,21,100,339933.12
18339,in,225,85,23,42,926452.87
18340,tv,55,5,51,92,731784.91
18341,gh,112,18,12,41,661947.62
18342,cd,407,79,56,62,42975.78
18343,gp,597,4,19,43,27550.24
18344,fj,584,23,44,40,336548
18345,sv,967,76,34,19,440459.77
18346,pg,880,56,40,49,112044.64
18347,kg,758,6,47,35,259867.87
18348,az,260,29,34,43,913890.38
18349,ht,444,52,26,75,356106.9
18350,er,434,30,33,16,667898.4
18351,mv,584,56,46,71,704738.48
18352,mx,452,60,35,29,505960.61
18353,nc,780,66,44,40,381482.15
18354,nz,884,33,21,74,914423.81
18355,vu,314,11,9,26,276149.2
18356,jo,857,13,49,71,263963.45
18357,gb,645,74,31,41,444613.62
18358,fi,409,74,15,45,734607.68
18359,lk,30,95,11,77,254887.89
18360,nc,308,94,53,96,382309.31
18361,sb,613,20,24,33,950216.77
18362,ma,792,58,2,81,931530.95
18363,la,649,25,54,14,188996.55
18364,hu,675,85,28,31,284954.45
18365,kw,232,3,47,99,301093.12
18366,mo,237,18,53,95,823550.5
18367,uy,681,34,49,70,797492.84
18368,gi,488,3,39,75,216011.85
18369,ki,245,82,19,49,243356.17
18370,de,816,75,6,59,771897.67
18371,je,180,2,16,62,358410.75
18372,ki,185,38,41,63,530079.45
18373,la,339,77,34,5,217032.8
18374,ug,981,54,33,53,895801.92
18375,mu,824,56,50,14,154928.24
18376,eg,61,55,32,97,29522.46
18377,an,732,51,30,68,563449.13
18378,gl,352,25,28,41,520000.43
18379,ls,944,5,14,61,247464.33
18380,cz,988,59,4,14,138169.66
18381,ad,499,7,30,19,699963.35
18382,lb,646,32,47,98,75718.92
18383,ve,624,33,54,79,929879.65
18384,tk,216,84,42,100,338112.5
18385,wf,860,66,40,66,130070.63
18386,pw,944,68,42,70,729278.75
18387,bw,272,55,33,1,406871.6
18388,fm,161,21,31,61,546546.22
18389,md,673,1,42,81,213865.25
18390,bi,174,20,14,87,623629.32
18391,ls,18,56,34,19,629762.82
18392,cr,666,32,41,57,810461.13
18393,ws,280,43,1,40,817933.75
18394,ms,691,74,16,10,618461.11
18395,mo,325,66,54,17,792589.54
18396,cn,515,9,28,53,458838.4
18397,sm,367,33,53,6,948007.93
18398,cz,460,46,39,67,173312.38
18399,am,11,24,13,38,339979.5
18400,zm,549,44,11,28,175458.97
18401,cc,875,21,25,86,591142.58
18402,sl,630,12,48,6,196000.04
18403,zw,536,67,39,89,813695.71
18404,pf,665,7,4,76,952480.24
18405,tc,241,62,20,99,466196.12
18406,mv,388,5,25,35,664143.83
18407,ar,280,94,7,13,404049.28
18408,pg,181,88,50,53,453185.38
18409,bb,528,28,25,75,816046.36
18410,lv,410,4,5,76,233212.34
18411,ky,67,68,37,11,773714.63
18412,mc,738,51,29,9,86715.12
18413,pa,568,3,50,90,625052.9
18414,ws,213,52,5,43,570685.92
18415,sy,61,7,21,71,233642.02
18416,bz,394,1,20,62,732791.43
18417,iq,604,32,42,47,256365.61
18418,fm,777,22,48,27,239098.05
18419,gf,464,38,55,87,906810.99
18420,nf,710,92,28,56,379702.07
18421,tn,41,78,9,96,360231.24
18422,mv,112,80,24,10,681233.81
18423,mn,89,58,24,3,74372.7
18424,fj,401,76,50,83,344034.84
18425,np,909,96,38,92,614417.08
18426,am,568,73,39,19,674843.4
18427,my,387,27,12,73,479880.43
18428,ch,467,8,50,49,74083.68
18429,fk,49,30,15,1,581103.35
18430,gu,467,66,22,3,103189.04
18431,cg,516,65,2,82,33630.65
18432,td,482,59,18,57,235940.16
18433,fm,353,60,26,53,300803.94
18434,bd,112,59,43,62,777144.23
18435,de,757,79,41,75,172322.31
18436,cm,47,48,44,30,187973.29
18437,bm,759,69,44,78,524160.46
18438,ec,34,72,34,1,134077.4
18439,eg,306,72,37,93,413754.76
18440,in,714,95,46,14,143484.01
18441,am,704,52,49,16,265588.18
18442,aq,189,73,46,83,642872.52
18443,pt,791,92,15,46,346175.94
18444,zm,523,67,22,50,137698.24
18445,li,275,42,42,82,53602.8
18446,gh,506,65,41,31,685389.13
18447,lr,507,63,21,66,130585.47
18448,au,625,65,37,14,225980.57
18449,ps,82,39,32,13,256865.09
18450,qa,507,32,3,4,337560.54
18451,km,576,94,46,46,545550.42
18452,wf,204,80,30,55,672562.76
18453,kh,483,99,31,10,331409.01
18454,pt,4,42,33,27,267712.84
18455,ws,610,4,32,79,94943.84
18456,gr,477,76,21,36,513509.26
18457,fj,943,8,23,8,917988.45
18458,no,116,52,8,28,105801.18
18459,ps,130,98,8,32,943084.43
18460,gq,840,71,35,19,466900.51
18461,sa,369,68,7,16,528408.46
18462,ml,558,42,48,74,38228.78
18463,cu,589,94,45,85,902411.69
18464,mz,201,26,20,17,753627.86
18465,sb,349,20,40,97,837725.36
18466,ee,755,34,19,7,728712.52
18467,kw,269,30,32,22,411908.19
18468,bw,419,36,46,10,819557.37
18469,lk,255,57,6,54,860878.25
18470,as,731,11,28,90,207842.87
18471,bb,239,92,53,43,124711.76
18472,uz,857,5,34,77,204876.15
18473,gr,744,72,19,51,309788.4
18474,ck,620,93,12,4,644418.82
18475,ua,535,30,11,7,462990.17
18476,cc,593,73,3,52,989517.13
18477,vc,833,25,42,88,149366.57
18478,ve,410,92,11,37,38219.62
18479,iq,912,33,38,39,614668.54
18480,gs,977,94,17,58,957484.08
18481,fm,503,11,32,55,218788.68
18482,gd,878,87,14,86,315325.23
18483,cv,280,29,12,85,261981.85
18484,kh,253,53,8,68,226320.81
18485,af,573,99,6,30,965920.38
18486,pr,535,21,56,93,981687.16
18487,pa,864,45,29,12,653617.39
18488,wf,819,50,26,16,791065.7
18489,uz,972,31,37,26,847984.09
18490,pl,94,83,21,3,907628.23
18491,kz,475,31,18,15,548929.96
18492,zm,420,20,38,80,234381.79
18493,pg,164,74,16,49,325652.87
18494,bd,651,78,48,72,301105.83
18495,nc,327,33,32,57,158092.13
18496,kp,167,13,45,31,722174.49
18497,dj,950,3,19,45,422049.71
18498,az,617,74,41,98,987741.33
18499,er,514,48,39,80,404724.4
18500,ba,821,22,51,67,660627.43
18501,jm,144,2,50,86,375049.36
18502,tc,885,69,48,12,782444
18503,cc,799,5,30,85,687706.55
18504,zm,925,43,28,54,559607.33
18505,fo,182,82,32,65,126443.25
18506,nf,758,97,9,59,438113.03
18507,ca,920,16,27,69,119675.52
18508,tk,585,55,48,76,1023.45
18509,mv,373,57,49,78,961451.27
18510,tz,209,74,16,67,999906.85
18511,py,804,33,53,40,500459.97
18512,ms,84,87,48,33,312371.21
18513,ng,696,28,51,81,927906.1
18514,et,967,15,5,51,643292.86
18515,az,857,29,4,15,533488.1
18516,pt,961,58,11,84,581637.38
18517,il,75,22,38,17,656813.92
18518,sr,480,40,23,100,288571.54
18519,bd,656,95,12,45,328653.9
18520,bz,870,1,44,59,683331.59
18521,ye,205,84,54,77,10802.06
18522,nf,753,76,45,55,528152.54
18523,bw,359,96,56,16,284887.01
18524,gd,716,90,49,69,41714.85
18525,sc,547,77,12,99,934841.89
18526,ru,873,4,7,56,723582.91
18527,ba,846,5,15,47,486402.81
18528,hk,869,14,35,28,280480.89
18529,wf,649,75,28,51,223989.19
18530,hk,896,14,9,56,656003.35
18531,mm,42,40,33,43,201297.88
18532,ng,666,86,45,5,606427.86
18533,es,794,62,7,94,577667.34
18534,fi,14,79,33,21,414103.55
18535,nf,902,70,22,7,947264.01
18536,sm,465,39,27,43,162674.34
18537,cl,245,94,48,91,396409.63
18538,sh,874,62,33,4,607845.98
18539,py,246,16,22,62,168686.34
18540,cu,706,76,28,33,479520.15
18541,tc,136,50,53,45,607162.67
18542,jp,279,33,37,19,872956.12
18543,mq,132,80,5,37,622445.57
18544,id,523,57,2,76,480643.41
18545,er,567,60,39,93,670301.68
18546,pn,75,1,35,24,255101.77
18547,wf,824,82,10,74,464556.42
18548,at,802,80,50,24,394776.79
18549,ai,97,97,45,59,765828.39
18550,cn,517,4,48,100,257917.49
18551,dk,790,94,31,81,792316.42
18552,sh,701,2,43,44,500928.43
18553,ua,693,91,52,28,860515.27
18554,gs,436,5,34,75,556008.55
18555,et,378,80,40,84,591718.91
18556,ml,542,27,36,41,176429.48
18557,bw,165,50,23,68,286384.85
18558,ht,564,71,38,12,5071.42
18559,jo,435,20,45,47,853548.29
18560,im,971,32,52,88,661899.72
18561,tf,199,33,4,78,404625.6
18562,gi,807,38,21,56,545242.68
18563,lb,78,45,33,97,635765.32
18564,cx,396,7,22,37,609013.2
18565,vn,224,94,15,4,282645.74
18566,jp,945,73,40,2,397788.62
18567,al,519,97,35,94,472027.93
18568,nu,765,85,6,84,173845.05
18569,pl,286,16,13,96,302698.09
18570,pa,35,9,22,82,429721.42
18571,nl,591,97,13,64,627828.96
18572,cg,704,30,11,30,573674.5
18573,gn,291,55,55,24,381539.61
18574,kh,882,46,37,47,440219.51
18575,ms,707,2,9,80,144371.17
18576,ee,648,91,13,70,341335.71
18577,to,492,23,3,72,347462.92
18578,nu,983,85,10,73,42933.04
18579,er,354,81,37,35,862511.09
18580,na,989,19,24,62,882311.38
18581,gh,187,76,43,84,206130.6
18582,si,167,57,37,44,449078.48
18583,sc,777,6,43,66,356678.31
18584,nr,707,56,7,7,931167.39
18585,ck,544,63,2,38,134944.85
18586,uz,918,2,9,72,575391.32
18587,mk,846,74,30,97,860517.57
18588,om,810,83,26,70,166771.23
18589,pm,417,37,17,59,645683.74
18590,co,622,7,2,50,601904.38
18591,nl,76,20,22,60,463208.04
18592,mq,810,11,6,58,671127.84
18593,iq,201,39,30,96,759198.72
18594,ci,408,19,40,92,645949.19
18595,pa,239,58,41,44,691140.08
