ItemID,UserID,Qty,CreatedAt,UpdatedAt
9189,3064,21,6/19/2013,6/6/2013
9190,917,29,11/10/2013,9/16/2013
9191,6201,39,10/7/2013,1/4/2014
9192,7216,20,11/6/2013,10/25/2013
9193,4560,15,8/8/2013,3/4/2014
9194,3030,1,5/22/2013,8/8/2013
9195,3305,39,5/8/2013,2/16/2014
9196,1433,46,9/3/2013,7/12/2013
9197,5271,9,3/25/2013,2/11/2014
9198,2835,16,9/30/2013,12/10/2013
9199,7923,11,9/11/2013,5/12/2013
9200,5226,7,1/4/2014,5/24/2013
9201,8173,18,4/28/2013,5/18/2013
9202,8124,46,7/8/2013,4/1/2013
9203,1897,38,2/22/2014,12/28/2013
9204,2696,28,11/30/2013,7/20/2013
9205,3103,32,11/1/2013,6/26/2013
9206,7963,14,12/5/2013,3/12/2014
9207,7606,46,7/10/2013,4/10/2013
9208,4625,37,8/22/2013,5/14/2013
9209,2937,5,7/31/2013,1/29/2014
9210,9361,16,2/11/2014,8/21/2013
9211,8110,50,10/13/2013,9/5/2013
9212,7341,25,12/30/2013,1/20/2014
9213,3099,31,10/7/2013,2/16/2014
9214,2077,7,11/16/2013,1/1/2014
9215,1777,41,7/11/2013,11/22/2013
9216,6727,27,12/16/2013,8/21/2013
9217,9913,28,12/27/2013,12/1/2013
9218,4622,48,7/27/2013,7/5/2013
9219,3976,34,10/20/2013,8/8/2013
9220,3151,32,10/30/2013,6/20/2013
9221,9001,40,7/30/2013,12/11/2013
9222,1590,40,4/9/2013,7/13/2013
9223,6108,43,8/13/2013,3/27/2013
9224,6469,40,6/11/2013,6/6/2013
9225,3067,1,11/30/2013,8/27/2013
9226,7751,32,2/21/2014,8/12/2013
9227,2425,41,4/16/2013,5/30/2013
9228,2435,13,7/14/2013,10/23/2013
9229,600,15,9/7/2013,7/7/2013
9230,9282,38,2/11/2014,2/6/2014
9231,7726,27,6/19/2013,6/4/2013
9232,5523,33,8/3/2013,11/10/2013
9233,8661,15,11/7/2013,2/18/2014
9234,9321,29,9/30/2013,4/9/2013
9235,6752,38,4/5/2013,5/12/2013
9236,4270,45,1/25/2014,10/14/2013
9237,9230,45,2/11/2014,7/23/2013
9238,9804,27,10/26/2013,8/25/2013
9239,7136,9,9/9/2013,6/19/2013
9240,3696,30,11/24/2013,2/28/2014
9241,571,30,5/25/2013,1/7/2014
9242,2961,29,3/9/2014,3/1/2014
9243,5508,46,6/18/2013,4/11/2013
9244,7907,4,10/12/2013,1/1/2014
9245,2050,34,6/16/2013,6/13/2013
9246,8989,34,9/1/2013,4/28/2013
9247,1126,24,3/29/2013,12/10/2013
9248,9314,22,3/4/2014,1/1/2014
9249,5809,24,8/12/2013,5/17/2013
9250,7318,43,12/29/2013,7/12/2013
9251,6399,14,7/10/2013,11/1/2013
9252,6204,21,8/14/2013,11/5/2013
9253,887,34,4/4/2013,8/8/2013
9254,2588,17,6/14/2013,3/26/2013
9255,8827,49,7/13/2013,6/2/2013
9256,5618,12,1/20/2014,3/1/2014
9257,5383,19,5/1/2013,6/3/2013
9258,2378,7,9/9/2013,5/21/2013
9259,4929,22,12/17/2013,8/4/2013
9260,8838,46,6/20/2013,6/19/2013
9261,8541,14,10/28/2013,5/23/2013
9262,6650,10,8/24/2013,3/12/2014
9263,6098,22,5/21/2013,8/29/2013
9264,6774,44,11/10/2013,1/5/2014
9265,2664,11,12/18/2013,10/19/2013
9266,3221,17,10/20/2013,9/20/2013
9267,2511,40,5/10/2013,7/20/2013
9268,7211,3,8/15/2013,9/10/2013
9269,6259,10,7/14/2013,12/20/2013
9270,5784,41,8/6/2013,2/5/2014
9271,1789,42,2/13/2014,6/29/2013
9272,3572,32,12/14/2013,10/1/2013
9273,5091,5,3/31/2013,11/24/2013
9274,5989,7,6/10/2013,7/10/2013
9275,5929,34,8/5/2013,9/26/2013
9276,1827,45,8/21/2013,5/29/2013
9277,8568,44,10/23/2013,5/18/2013
9278,1009,32,12/17/2013,3/8/2014
9279,1598,10,3/17/2014,2/14/2014
9280,2044,9,10/26/2013,10/14/2013
9281,3812,6,1/7/2014,4/4/2013
9282,44,25,7/21/2013,3/16/2014
9283,6715,33,5/27/2013,6/16/2013
9284,7766,48,1/30/2014,8/9/2013
9285,1284,1,8/25/2013,7/27/2013
9286,9785,25,10/2/2013,5/31/2013
9287,7843,38,11/17/2013,1/3/2014
9288,329,50,12/17/2013,12/3/2013
9289,2446,23,12/21/2013,6/1/2013
9290,2810,42,10/29/2013,8/31/2013
9291,9941,20,10/20/2013,10/4/2013
9292,9764,47,6/11/2013,9/10/2013
9293,9703,38,1/9/2014,12/16/2013
9294,2617,25,5/10/2013,10/28/2013
9295,203,25,8/20/2013,8/26/2013
9296,841,28,7/17/2013,5/7/2013
9297,1,3,11/14/2013,4/30/2013
9298,8911,23,6/12/2013,8/1/2013
9299,4372,30,12/5/2013,5/6/2013
9300,3211,24,12/11/2013,7/4/2013
9301,6778,9,5/4/2013,3/4/2014
9302,5669,40,12/29/2013,4/10/2013
9303,5536,42,9/21/2013,11/1/2013
9304,6297,20,10/25/2013,1/10/2014
9305,3980,17,3/26/2013,2/8/2014
9306,4006,35,6/13/2013,1/24/2014
9307,8944,8,8/23/2013,1/25/2014
9308,2597,44,7/29/2013,7/16/2013
9309,551,15,11/4/2013,1/20/2014
9310,7185,30,4/7/2013,3/18/2014
9311,819,19,12/8/2013,8/29/2013
9312,6949,22,10/25/2013,10/13/2013
9313,3963,22,1/2/2014,8/14/2013
9314,4283,17,5/22/2013,1/26/2014
9315,7134,8,2/18/2014,5/10/2013
9316,7063,10,7/23/2013,3/18/2014
9317,1642,2,2/13/2014,5/16/2013
9318,9187,32,8/5/2013,7/4/2013
9319,1364,34,11/18/2013,5/31/2013
9320,3341,13,3/26/2013,4/16/2013
9321,4415,36,8/12/2013,4/17/2013
9322,557,41,1/14/2014,6/9/2013
9323,854,20,9/13/2013,11/17/2013
9324,8303,5,12/26/2013,4/13/2013
9325,3568,31,5/24/2013,11/6/2013
9326,9583,19,7/28/2013,6/19/2013
9327,3201,23,4/4/2013,12/24/2013
9328,5452,36,8/27/2013,3/27/2013
9329,2756,26,7/29/2013,12/27/2013
9330,2818,18,9/18/2013,5/17/2013
9331,105,7,12/7/2013,9/30/2013
9332,9927,38,1/19/2014,6/15/2013
9333,9304,14,12/7/2013,4/22/2013
9334,1912,4,6/28/2013,3/15/2014
9335,9101,13,11/18/2013,11/1/2013
9336,4252,10,11/17/2013,3/28/2013
9337,3042,45,7/17/2013,4/18/2013
9338,961,37,5/26/2013,9/27/2013
9339,1692,36,4/15/2013,3/8/2014
9340,7837,14,8/13/2013,3/17/2014
9341,2526,24,9/14/2013,12/1/2013
9342,6558,13,1/14/2014,1/19/2014
9343,885,20,5/14/2013,8/12/2013
9344,8331,49,7/21/2013,2/21/2014
9345,4157,9,10/6/2013,7/14/2013
9346,708,34,4/30/2013,3/25/2013
9347,4745,40,8/30/2013,1/29/2014
9348,5369,18,5/1/2013,5/17/2013
9349,8588,12,12/26/2013,1/16/2014
9350,5016,8,9/16/2013,1/29/2014
9351,4141,3,10/26/2013,12/20/2013
9352,3185,35,1/31/2014,5/9/2013
9353,589,9,9/12/2013,4/7/2013
9354,5251,48,10/6/2013,10/29/2013
9355,3784,50,1/31/2014,4/6/2013
9356,9977,48,10/4/2013,6/21/2013
9357,1914,27,5/17/2013,4/1/2013
9358,5671,41,10/2/2013,12/27/2013
9359,6769,6,11/10/2013,7/19/2013
9360,5103,31,12/11/2013,11/21/2013
9361,3594,18,4/14/2013,8/9/2013
9362,5310,17,3/15/2014,1/12/2014
9363,5791,35,11/29/2013,7/2/2013
9364,563,16,3/26/2013,6/6/2013
9365,4715,41,8/26/2013,10/26/2013
9366,3553,50,3/22/2014,8/20/2013
9367,2799,21,5/23/2013,7/29/2013
9368,2039,29,1/10/2014,12/9/2013
9369,9040,18,12/28/2013,7/20/2013
9370,5251,41,9/2/2013,1/26/2014
9371,4877,10,3/30/2013,4/8/2013
9372,4133,18,8/31/2013,5/25/2013
9373,2702,3,11/15/2013,12/20/2013
9374,2579,1,9/2/2013,1/27/2014
9375,8507,9,6/15/2013,8/24/2013
9376,8571,31,3/29/2013,6/17/2013
9377,6365,12,9/12/2013,12/22/2013
9378,8059,40,6/4/2013,2/1/2014
9379,8836,37,5/11/2013,1/19/2014
9380,6981,13,8/22/2013,10/28/2013
9381,6601,42,12/1/2013,2/20/2014
9382,4933,2,4/14/2013,8/16/2013
9383,8153,18,11/7/2013,9/2/2013
9384,1601,39,9/6/2013,1/11/2014
9385,1926,15,7/21/2013,7/15/2013
9386,7657,9,6/29/2013,10/20/2013
9387,5799,24,5/6/2013,12/12/2013
9388,5300,29,12/30/2013,9/10/2013
9389,9674,19,1/16/2014,9/7/2013
9390,1612,39,2/11/2014,11/25/2013
9391,5625,5,7/25/2013,12/22/2013
9392,116,2,10/7/2013,4/12/2013
9393,7246,38,7/24/2013,7/7/2013
9394,2135,38,9/14/2013,11/21/2013
9395,5909,27,10/5/2013,5/29/2013
9396,2190,42,5/30/2013,11/17/2013
9397,2520,9,4/18/2013,12/14/2013
9398,7641,18,7/19/2013,1/19/2014
9399,1386,20,8/29/2013,5/9/2013
9400,9139,18,8/10/2013,12/8/2013
9401,7604,29,5/31/2013,9/14/2013
9402,5631,16,12/9/2013,10/22/2013
9403,695,48,2/17/2014,1/16/2014
9404,2537,44,4/5/2013,8/21/2013
9405,7953,43,4/18/2013,4/28/2013
9406,8822,36,1/13/2014,8/10/2013
9407,4720,37,2/17/2014,4/5/2013
9408,3601,41,1/25/2014,8/22/2013
9409,896,39,11/1/2013,9/5/2013
9410,2413,41,11/10/2013,11/19/2013
9411,2226,10,11/8/2013,8/20/2013
9412,4194,14,11/19/2013,10/11/2013
9413,2732,47,7/17/2013,10/27/2013
9414,5076,49,7/17/2013,2/25/2014
9415,5022,37,9/1/2013,9/26/2013
9416,1687,11,7/9/2013,3/11/2014
9417,2565,3,10/4/2013,12/18/2013
9418,3116,9,7/18/2013,3/22/2013
9419,3083,46,2/21/2014,5/6/2013
9420,5771,6,7/26/2013,1/30/2014
9421,6968,35,11/14/2013,1/22/2014
9422,6111,3,4/14/2013,7/9/2013
9423,6902,17,8/11/2013,3/18/2014
9424,2979,43,11/29/2013,4/2/2013
9425,8824,19,1/22/2014,8/30/2013
9426,9119,43,9/10/2013,8/6/2013
9427,404,42,10/23/2013,12/23/2013
9428,7897,25,1/11/2014,2/5/2014
9429,197,32,8/15/2013,12/6/2013
9430,1736,38,8/29/2013,1/24/2014
9431,5219,26,5/10/2013,1/13/2014
9432,5355,36,1/20/2014,1/4/2014
9433,6888,10,5/4/2013,5/13/2013
9434,6068,35,1/22/2014,3/17/2014
9435,2464,45,10/14/2013,11/10/2013
9436,4007,10,7/5/2013,6/10/2013
9437,2231,9,4/5/2013,10/17/2013
9438,2883,48,11/26/2013,7/9/2013
9439,1304,14,12/23/2013,2/12/2014
9440,9026,48,2/24/2014,5/19/2013
9441,5082,48,9/30/2013,6/19/2013
9442,8560,21,8/25/2013,9/14/2013
9443,9282,2,2/5/2014,7/9/2013
9444,7849,24,10/8/2013,10/22/2013
9445,9045,37,1/26/2014,4/12/2013
9446,6940,26,4/5/2013,9/14/2013
9447,8895,9,10/26/2013,10/17/2013
9448,7473,2,5/13/2013,1/8/2014
9449,3215,26,9/9/2013,8/14/2013
9450,7882,35,9/20/2013,11/29/2013
9451,1741,16,4/25/2013,3/2/2014
9452,101,46,10/1/2013,12/29/2013
9453,4737,21,12/20/2013,3/23/2013
9454,1767,29,11/16/2013,6/14/2013
9455,5565,42,8/27/2013,1/1/2014
9456,4779,32,9/14/2013,1/30/2014
9457,2435,6,4/27/2013,12/10/2013
9458,6913,35,12/25/2013,11/12/2013
9459,7570,49,4/14/2013,9/14/2013
9460,68,23,4/22/2013,2/14/2014
9461,328,32,7/27/2013,11/25/2013
9462,4571,21,11/15/2013,8/18/2013
9463,6743,48,12/18/2013,5/18/2013
9464,7313,22,1/12/2014,5/15/2013
9465,1905,26,9/23/2013,7/27/2013
9466,7669,50,7/12/2013,12/30/2013
9467,8249,32,10/27/2013,10/5/2013
9468,9015,39,3/11/2014,3/4/2014
9469,6253,16,7/27/2013,9/30/2013
9470,4131,32,5/4/2013,12/25/2013
9471,3225,28,10/22/2013,10/29/2013
9472,4952,6,6/20/2013,3/19/2014
9473,1089,33,3/22/2014,2/4/2014
9474,1995,34,10/9/2013,3/19/2014
9475,4930,46,11/26/2013,2/15/2014
9476,8743,48,8/10/2013,10/4/2013
9477,8135,22,11/16/2013,2/23/2014
9478,3240,4,3/24/2013,6/18/2013
9479,5255,44,10/17/2013,10/20/2013
9480,9537,20,3/17/2014,2/18/2014
9481,5253,14,2/25/2014,4/11/2013
9482,8413,17,11/10/2013,7/8/2013
9483,7858,6,11/19/2013,10/17/2013
9484,9200,48,1/28/2014,10/4/2013
9485,4384,15,2/3/2014,8/3/2013
9486,9479,27,5/21/2013,11/5/2013
9487,6611,16,1/9/2014,6/25/2013
9488,3961,3,12/3/2013,8/25/2013
9489,9044,17,5/15/2013,2/21/2014
9490,7418,29,2/2/2014,6/5/2013
9491,84,46,6/20/2013,11/8/2013
9492,9396,6,2/16/2014,2/17/2014
9493,2160,29,8/27/2013,9/11/2013
9494,708,44,2/14/2014,8/17/2013
9495,6132,5,5/13/2013,8/16/2013
9496,8639,6,7/20/2013,9/19/2013
9497,8692,50,3/14/2014,7/12/2013
9498,6010,31,11/11/2013,11/30/2013
9499,5795,9,5/25/2013,7/19/2013
9500,1455,5,3/9/2014,2/10/2014
9501,4425,14,3/2/2014,1/10/2014
9502,9896,14,11/13/2013,11/7/2013
9503,714,43,11/22/2013,11/15/2013
9504,7655,20,9/26/2013,9/23/2013
9505,4116,27,11/19/2013,1/14/2014
9506,2858,39,5/3/2013,11/23/2013
9507,5838,41,10/30/2013,4/12/2013
9508,2593,13,12/25/2013,5/10/2013
9509,220,24,10/12/2013,10/18/2013
9510,6252,15,3/24/2013,9/14/2013
9511,8927,4,1/17/2014,1/16/2014
9512,5522,2,1/8/2014,3/8/2014
9513,5765,28,1/19/2014,7/13/2013
9514,1429,27,3/22/2013,1/6/2014
9515,5054,50,11/30/2013,1/25/2014
9516,5584,42,4/1/2013,4/28/2013
9517,6031,6,3/11/2014,11/2/2013
9518,1475,30,8/25/2013,11/25/2013
9519,6101,49,5/16/2013,1/28/2014
9520,2600,33,11/10/2013,4/6/2013
9521,5458,8,11/25/2013,2/3/2014
9522,6120,31,3/2/2014,7/3/2013
9523,7773,31,10/10/2013,8/2/2013
9524,9265,23,10/6/2013,10/3/2013
9525,4909,10,12/16/2013,7/7/2013
9526,7132,45,7/22/2013,7/10/2013
9527,5442,7,7/21/2013,10/26/2013
9528,3698,1,12/2/2013,10/5/2013
9529,5024,12,5/7/2013,1/20/2014
9530,4999,1,8/16/2013,12/19/2013
9531,3251,31,9/7/2013,3/21/2014
9532,2574,42,5/18/2013,8/21/2013
9533,7108,10,9/23/2013,4/29/2013
9534,6700,36,10/14/2013,12/24/2013
9535,2592,8,5/1/2013,4/1/2013
9536,3576,9,2/12/2014,6/1/2013
9537,1800,1,3/24/2013,3/11/2014
9538,5838,22,12/4/2013,2/18/2014
9539,5147,27,10/27/2013,4/5/2013
9540,1114,6,2/9/2014,1/28/2014
9541,4887,39,7/13/2013,5/29/2013
9542,5215,25,7/1/2013,9/2/2013
9543,7974,30,6/15/2013,12/6/2013
9544,4068,48,11/22/2013,12/5/2013
9545,444,18,9/21/2013,4/8/2013
9546,6218,39,7/9/2013,1/14/2014
9547,6863,11,1/25/2014,10/17/2013
9548,4895,35,9/14/2013,3/13/2014
9549,431,33,9/17/2013,12/18/2013
9550,7679,40,3/3/2014,5/8/2013
9551,1091,36,3/20/2014,3/23/2013
9552,9895,5,11/18/2013,6/7/2013
9553,7632,32,5/15/2013,4/2/2013
9554,6643,34,2/6/2014,4/26/2013
9555,4242,21,1/27/2014,12/8/2013
9556,1457,16,6/9/2013,11/20/2013
9557,2216,14,9/27/2013,2/3/2014
9558,7026,23,3/2/2014,2/25/2014
9559,1733,46,7/19/2013,11/20/2013
9560,8777,37,3/24/2013,1/22/2014
9561,9232,20,7/11/2013,10/8/2013
9562,8434,37,2/18/2014,10/20/2013
9563,210,40,10/4/2013,10/28/2013
9564,8543,33,1/29/2014,8/24/2013
9565,2512,32,7/31/2013,9/26/2013
9566,6024,33,4/4/2013,5/26/2013
9567,5533,48,4/16/2013,10/2/2013
9568,7367,12,2/9/2014,6/23/2013
9569,1352,15,5/8/2013,9/30/2013
9570,7071,19,2/8/2014,7/25/2013
9571,7152,6,10/26/2013,9/8/2013
9572,8263,49,10/14/2013,12/5/2013
9573,7338,1,5/5/2013,4/23/2013
9574,5163,29,8/26/2013,11/8/2013
9575,1071,33,8/19/2013,1/12/2014
9576,4956,10,5/7/2013,5/8/2013
9577,2283,37,6/14/2013,12/1/2013
9578,856,42,3/7/2014,3/3/2014
9579,2433,43,9/18/2013,1/29/2014
9580,3554,29,3/15/2014,1/15/2014
9581,6281,6,4/27/2013,1/29/2014
9582,8265,12,12/21/2013,1/18/2014
9583,5808,43,7/6/2013,10/26/2013
9584,4675,48,9/18/2013,2/24/2014
9585,7152,13,8/12/2013,11/21/2013
9586,62,22,7/6/2013,5/15/2013
9587,3067,1,6/19/2013,6/29/2013
9588,217,48,12/26/2013,3/26/2013
9589,1053,6,5/17/2013,3/11/2014
9590,7185,26,12/24/2013,2/6/2014
9591,5886,47,4/30/2013,8/4/2013
9592,6057,17,7/16/2013,12/20/2013
9593,7820,45,9/7/2013,9/28/2013
9594,1538,10,3/11/2014,11/12/2013
9595,5185,4,5/2/2013,5/10/2013
9596,7821,31,11/26/2013,10/2/2013
9597,2532,50,9/10/2013,2/4/2014
9598,6122,30,12/17/2013,4/7/2013
9599,1685,1,8/22/2013,10/5/2013
9600,6000,46,9/21/2013,12/20/2013
9601,6281,9,3/20/2014,12/3/2013
9602,6905,38,2/10/2014,2/28/2014
9603,3735,15,10/31/2013,9/15/2013
9604,3269,13,9/25/2013,2/28/2014
9605,8683,44,2/12/2014,10/10/2013
9606,2773,34,9/26/2013,8/6/2013
9607,7964,15,11/25/2013,8/19/2013
9608,9202,19,1/18/2014,10/3/2013
9609,4109,1,1/1/2014,8/10/2013
9610,2309,22,1/24/2014,1/21/2014
9611,3876,6,10/25/2013,1/16/2014
9612,5044,15,2/1/2014,10/6/2013
9613,2941,5,9/4/2013,10/14/2013
9614,7763,30,9/13/2013,8/28/2013
9615,5158,26,8/11/2013,2/4/2014
9616,3004,22,12/8/2013,4/28/2013
9617,1260,4,7/12/2013,5/23/2013
9618,8931,24,11/3/2013,8/17/2013
9619,762,37,4/28/2013,3/15/2014
9620,4717,43,5/10/2013,5/4/2013
9621,8144,10,3/7/2014,5/27/2013
9622,8875,46,12/31/2013,2/22/2014
9623,2071,7,11/22/2013,5/20/2013
9624,9363,19,3/17/2014,10/22/2013
9625,4451,36,2/15/2014,1/3/2014
9626,5741,4,7/14/2013,7/24/2013
9627,1137,35,9/6/2013,11/11/2013
9628,1206,31,8/18/2013,1/25/2014
9629,7185,11,11/20/2013,4/2/2013
9630,8060,35,3/30/2013,12/14/2013
9631,9101,22,7/3/2013,12/16/2013
9632,7744,19,4/21/2013,5/13/2013
9633,1503,26,4/6/2013,1/8/2014
9634,8158,11,10/2/2013,6/27/2013
9635,5509,12,4/16/2013,10/14/2013
9636,8128,43,9/7/2013,11/3/2013
9637,3958,39,11/11/2013,10/26/2013
9638,2695,21,4/7/2013,4/27/2013
9639,8392,27,5/29/2013,3/14/2014
9640,9091,28,1/18/2014,8/22/2013
9641,119,12,6/26/2013,5/14/2013
9642,4785,42,5/3/2013,1/9/2014
9643,2437,32,8/5/2013,7/9/2013
9644,8361,29,6/27/2013,5/12/2013
9645,155,44,4/18/2013,3/4/2014
9646,875,30,2/6/2014,1/7/2014
9647,4183,35,9/18/2013,2/14/2014
9648,8641,6,7/3/2013,5/4/2013
9649,6532,13,6/17/2013,5/23/2013
9650,2629,21,5/30/2013,3/4/2014
9651,7329,30,10/12/2013,11/29/2013
9652,8249,31,11/4/2013,3/23/2013
9653,2321,41,7/4/2013,11/27/2013
9654,8450,35,5/12/2013,3/2/2014
9655,2481,33,8/22/2013,3/29/2013
9656,4318,28,6/4/2013,6/19/2013
9657,9869,9,5/16/2013,12/19/2013
9658,6828,15,7/24/2013,8/7/2013
9659,8772,13,2/18/2014,1/16/2014
9660,3807,23,7/12/2013,2/4/2014
9661,7098,19,7/28/2013,6/10/2013
9662,614,23,10/15/2013,5/1/2013
9663,3179,1,8/18/2013,4/4/2013
9664,5552,37,9/21/2013,7/4/2013
9665,2358,49,7/17/2013,4/16/2013
9666,5638,28,5/11/2013,8/6/2013
9667,8254,15,1/12/2014,5/18/2013
9668,8837,26,11/14/2013,12/14/2013
9669,3449,47,12/26/2013,10/8/2013
9670,9026,5,8/20/2013,9/16/2013
9671,6496,6,3/3/2014,1/16/2014
9672,4742,16,6/16/2013,11/20/2013
9673,5010,21,11/5/2013,1/14/2014
9674,1091,15,5/24/2013,6/27/2013
9675,1980,3,3/22/2014,3/16/2014
9676,901,11,6/24/2013,1/3/2014
9677,2784,14,2/7/2014,5/26/2013
9678,6573,28,5/15/2013,8/28/2013
9679,9496,34,1/11/2014,2/7/2014
9680,496,34,11/21/2013,11/20/2013
9681,8882,19,1/11/2014,11/6/2013
9682,9231,21,11/16/2013,6/12/2013
9683,3293,39,7/28/2013,10/18/2013
9684,7569,2,10/25/2013,4/13/2013
9685,8041,15,9/1/2013,6/18/2013
9686,3624,35,2/3/2014,10/17/2013
9687,4230,28,11/7/2013,11/21/2013
9688,5312,24,12/29/2013,9/14/2013
9689,7393,45,12/29/2013,5/24/2013
9690,3505,35,1/21/2014,2/28/2014
9691,3901,21,12/11/2013,10/5/2013
9692,2455,18,11/11/2013,7/14/2013
9693,1086,27,12/1/2013,10/23/2013
9694,5058,1,2/26/2014,1/10/2014
9695,993,37,4/20/2013,11/6/2013
9696,8410,12,7/22/2013,10/9/2013
9697,2035,20,3/13/2014,11/30/2013
9698,755,36,11/9/2013,6/15/2013
9699,7629,33,8/7/2013,1/14/2014
9700,612,27,5/8/2013,4/2/2013
9701,4456,21,4/27/2013,4/4/2013
9702,9212,26,1/30/2014,2/19/2014
9703,8326,8,4/20/2013,2/3/2014
9704,4440,2,6/4/2013,5/13/2013
9705,5647,26,8/16/2013,11/24/2013
9706,206,48,8/20/2013,1/10/2014
9707,3957,48,5/9/2013,3/17/2014
9708,7330,46,5/24/2013,1/2/2014
9709,3185,24,7/20/2013,5/5/2013
9710,3759,27,1/10/2014,5/27/2013
9711,8283,21,2/22/2014,7/13/2013
9712,923,50,10/6/2013,12/28/2013
9713,3030,6,2/19/2014,6/29/2013
9714,9534,31,6/25/2013,3/7/2014
9715,6173,6,4/14/2013,12/10/2013
9716,281,41,9/21/2013,6/21/2013
9717,3627,13,3/17/2014,11/17/2013
9718,3745,9,4/17/2013,2/25/2014
9719,2051,26,10/29/2013,1/20/2014
9720,6477,23,8/2/2013,1/18/2014
9721,72,18,9/28/2013,10/9/2013
9722,7343,2,6/3/2013,4/29/2013
9723,4438,10,9/24/2013,11/10/2013
9724,1972,45,3/12/2014,5/5/2013
9725,4523,33,2/3/2014,7/6/2013
9726,6114,30,11/1/2013,5/7/2013
9727,28,15,12/14/2013,10/17/2013
9728,7038,13,2/5/2014,10/27/2013
9729,1915,22,4/13/2013,6/9/2013
9730,1390,15,6/20/2013,2/27/2014
9731,2603,20,12/30/2013,5/14/2013
9732,9516,43,12/14/2013,2/4/2014
9733,3092,1,4/12/2013,4/22/2013
9734,8902,20,8/20/2013,6/20/2013
9735,859,33,7/20/2013,1/30/2014
9736,2817,17,6/18/2013,9/24/2013
9737,621,20,9/11/2013,11/16/2013
9738,4741,10,7/22/2013,6/17/2013
9739,4938,14,3/22/2014,1/23/2014
9740,4108,24,3/4/2014,2/11/2014
9741,1023,8,6/23/2013,3/1/2014
9742,4204,6,8/18/2013,6/18/2013
9743,910,44,6/21/2013,10/22/2013
9744,215,4,4/20/2013,6/19/2013
9745,8174,47,4/11/2013,7/17/2013
9746,288,6,12/3/2013,12/9/2013
9747,6568,22,9/29/2013,5/18/2013
9748,9404,20,2/24/2014,12/9/2013
9749,7731,13,2/11/2014,12/12/2013
9750,9504,19,5/4/2013,12/16/2013
9751,662,37,11/9/2013,4/19/2013
9752,2621,46,11/27/2013,7/10/2013
9753,7398,18,5/10/2013,3/28/2013
9754,6942,25,3/15/2014,4/1/2013
9755,8215,18,6/6/2013,2/2/2014
9756,7789,33,11/12/2013,6/9/2013
9757,7026,41,6/14/2013,2/27/2014
9758,6697,5,8/15/2013,10/13/2013
9759,3416,13,7/2/2013,1/5/2014
9760,4259,25,11/30/2013,7/27/2013
9761,7977,12,10/16/2013,8/15/2013
9762,806,25,9/6/2013,5/3/2013
9763,4477,14,9/29/2013,6/14/2013
9764,3707,30,6/29/2013,8/9/2013
9765,7479,31,4/4/2013,9/25/2013
9766,7294,18,4/25/2013,12/4/2013
9767,8767,29,4/3/2013,1/6/2014
9768,2705,38,11/28/2013,3/10/2014
9769,1408,8,2/12/2014,3/22/2014
9770,5160,38,5/3/2013,7/15/2013
9771,6117,48,5/2/2013,12/23/2013
9772,1087,5,6/24/2013,7/12/2013
9773,8426,15,7/10/2013,5/5/2013
9774,8237,40,8/15/2013,10/24/2013
9775,8387,34,4/24/2013,10/15/2013
9776,9660,34,12/27/2013,8/14/2013
9777,9512,46,3/12/2014,7/29/2013
9778,5393,50,4/21/2013,2/20/2014
9779,5232,19,1/26/2014,1/18/2014
9780,21,20,3/14/2014,11/21/2013
9781,1241,41,10/2/2013,9/21/2013
9782,1031,41,6/2/2013,2/9/2014
9783,2882,5,11/6/2013,2/13/2014
9784,2474,8,8/23/2013,4/9/2013
9785,4566,41,2/5/2014,5/23/2013
9786,9469,42,12/18/2013,2/19/2014
9787,9212,14,3/20/2014,4/12/2013
9788,7918,15,1/30/2014,6/14/2013
9789,5093,45,8/6/2013,9/28/2013
9790,1587,16,12/2/2013,4/10/2013
9791,2320,35,6/22/2013,4/19/2013
9792,8414,7,1/21/2014,4/27/2013
9793,9890,18,8/17/2013,12/23/2013
9794,3,31,9/26/2013,4/27/2013
9795,7362,12,3/11/2014,2/1/2014
9796,1687,9,6/9/2013,3/17/2014
9797,2126,24,11/9/2013,7/17/2013
9798,82,36,1/7/2014,2/24/2014
9799,5484,50,8/21/2013,3/29/2013
9800,31,6,1/12/2014,2/18/2014
9801,5846,1,6/16/2013,10/1/2013
9802,7685,17,4/6/2013,10/25/2013
9803,3382,1,2/13/2014,11/28/2013
9804,7236,30,11/12/2013,12/30/2013
9805,7055,39,5/16/2013,6/27/2013
9806,1921,23,4/13/2013,11/5/2013
9807,4481,11,10/25/2013,10/19/2013
9808,2782,44,10/8/2013,12/3/2013
9809,1977,4,6/24/2013,3/6/2014
9810,390,38,11/29/2013,2/12/2014
9811,7932,42,5/11/2013,3/13/2014
9812,5568,36,4/24/2013,3/27/2013
9813,5895,45,12/5/2013,1/27/2014
9814,5063,8,5/17/2013,6/30/2013
9815,1191,16,10/22/2013,5/21/2013
9816,5215,44,6/25/2013,11/15/2013
9817,282,32,10/30/2013,10/24/2013
9818,6634,25,3/2/2014,1/1/2014
9819,5861,12,3/29/2013,8/23/2013
9820,8907,18,2/13/2014,7/21/2013
9821,8152,44,11/19/2013,5/13/2013
9822,1719,11,7/20/2013,11/30/2013
9823,5412,19,6/18/2013,9/26/2013
9824,6440,34,9/13/2013,3/17/2014
9825,2684,42,5/28/2013,7/18/2013
9826,1825,26,8/16/2013,7/11/2013
