JobCodeId,Title,JobType,Duration,CheckInDuration,MinimumMatchScore,MaxHPW,OverTimeRate,IndustryId,ReqMajorId,ReqDegreeId,IndustryExperience,JobExperienc
412,Commercial Airline Pilot ,F,659,1,70,49,3,3,17,2,2,3
413,Commercial Airline Pilot ,F,142,1,60,49,3,3,17,2,0,1
414,Commercial Airline Pilot ,F,313,1,65,49,3,3,17,2,1,3
415,Commercial Airline Pilot ,P,416,1,110,20,9,3,17,3,7,9
416,Commercial Airline Pilot ,P,164,1,105,20,9,3,17,3,6,7
417,Commercial Airline Pilot ,P,399,1,75,20,0,3,17,3,0,3
418,Commercial Airline Pilot ,P,601,1,95,20,0,3,17,3,4,8
419,Commercial Airline Pilot ,P,109,1,85,20,6,3,17,2,2,7
420,Commercial Airline Pilot ,P,956,1,100,20,6,3,17,2,5,7
421,Air Traffic Controller ,F,163,1,120,35,7,5,17,2,6,7
422,Air Traffic Controller ,F,336,1,90,35,7,5,17,2,0,1
423,Air Traffic Controller ,F,697,1,95,35,1,5,17,2,1,4
424,Air Traffic Controller ,F,1101,1,120,35,1,5,17,2,3,7
425,Air Traffic Controller ,F,1035,1,120,35,10,5,17,2,3,4
426,Air Traffic Controller ,F,283,1,105,35,8,5,17,3,0,1
427,Air Traffic Controller ,P,729,1,135,17,4,5,17,1,6,7
428,Air Traffic Controller ,P,522,1,105,17,4,5,17,1,0,3
429,Air Traffic Controller ,P,236,1,115,17,3,5,17,2,2,8
430,Air Traffic Controller ,P,955,1,95,17,2,5,17,3,1,3
431,Air Traffic Controller ,P,664,1,90,17,8,5,17,2,0,0
432,Air Traffic Controller ,P,522,1,100,17,8,5,17,2,2,9
433,Business Development Associate,F,677,1,90,42,2,5,9,2,1,2
434,Business Development Associate,F,412,1,100,42,2,5,9,2,3,6
435,Business Development Associate,F,618,1,85,42,5,5,9,2,0,4
436,Business Development Associate,F,460,1,80,42,4,5,9,1,2,5
437,Business Development Associate,F,895,1,105,42,2,5,9,1,7,8
438,Business Development Associate,F,343,1,85,42,2,5,9,1,3,6
439,Business Development Associate,P,813,1,100,20,1,5,9,1,0,3
440,Business Development Associate,P,156,1,125,20,5,5,9,3,5,6
441,Business Development Associate,P,798,1,125,20,0,5,9,3,5,6
442,Business Development Associate,P,708,1,90,20,0,5,9,2,1,2
443,Business Development Associate,P,66,1,85,20,2,5,9,2,0,2
444,Business Development Associate,P,612,1,110,20,0,5,9,2,5,7
445,Receptionist ,F,947,1,110,34,0,7,1,0,5,7
446,Receptionist ,F,148,1,110,34,6,7,1,0,5,7
447,Receptionist ,F,127,1,85,34,6,7,1,0,0,4
448,Receptionist ,F,197,1,70,34,6,7,1,0,0,2
449,Receptionist ,F,322,1,75,34,3,7,1,0,1,2
450,Receptionist ,F,136,1,70,34,2,7,1,0,0,3
451,Receptionist ,P,303,1,95,22,2,7,1,0,2,4
452,Receptionist ,P,741,1,85,22,5,7,1,0,0,0
453,Receptionist ,P,893,1,100,22,5,7,1,0,3,5
454,Receptionist ,P,658,1,150,22,5,7,1,0,7,8
455,Receptionist ,P,409,1,125,22,5,7,1,0,2,5
456,Receptionist ,P,1221,1,135,22,5,7,1,0,4,7
457,Accountant ,F,239,1,105,37,0,8,9,3,1,2
458,Accountant ,F,539,1,105,37,8,8,9,3,1,2
459,Accountant ,F,561,1,115,37,7,8,9,3,3,9
460,Accountant ,F,273,1,120,37,5,8,9,2,4,8
461,Accountant ,F,313,1,105,37,3,8,9,2,1,2
462,Accountant ,F,929,1,100,37,4,8,9,2,0,0
463,Accountant ,P,87,1,100,23,4,8,9,1,0,3
464,Accountant ,P,253,1,135,23,5,8,9,1,7,9
465,Accountant ,P,354,1,100,23,5,8,9,1,0,1
466,Accountant ,P,62,1,90,23,3,8,9,1,4,6
467,Accountant ,P,123,1,100,23,8,8,9,0,6,9
468,Accountant ,P,533,1,70,23,8,8,9,0,0,9
469,Auditor,F,132,1,100,45,1,3,9,3,0,1
470,Auditor,F,453,1,105,45,7,3,9,3,1,3
471,Auditor,F,72,1,100,45,7,3,9,2,0,0
472,Auditor,F,302,1,90,45,7,3,9,1,4,9
473,Auditor,F,41,1,90,45,7,3,9,1,4,5
474,Auditor,F,288,1,110,45,7,3,9,1,8,9
475,Auditor,P,859,1,85,17,7,3,9,2,0,8
476,Auditor,P,287,1,120,17,7,3,9,2,7,8
477,Auditor,P,347,1,100,17,7,3,9,2,3,4
478,Auditor,P,1131,1,115,17,0,3,9,2,3,6
479,Auditor,P,1218,1,120,17,4,3,9,2,4,7
480,Auditor,P,798,1,105,17,4,3,9,0,1,7
481,Bookkeeper ,F,1061,1,105,35,2,11,1,1,7,8
482,Bookkeeper ,F,500,1,75,35,2,11,1,1,1,9
483,Bookkeeper ,F,192,1,75,35,5,11,1,1,1,6
484,Bookkeeper ,F,553,1,115,35,5,11,1,0,0,3
485,Bookkeeper ,F,1186,1,120,35,2,11,1,0,1,3
486,Bookkeeper ,F,591,1,125,35,2,11,1,0,2,5
487,Bookkeeper ,P,623,1,70,21,0,11,1,1,0,9
488,Bookkeeper ,P,358,1,95,21,5,11,1,1,5,6
489,Bookkeeper ,P,653,1,70,21,5,11,1,1,0,5
490,Bookkeeper ,P,373,1,130,21,0,11,1,0,3,5
491,Bookkeeper ,P,699,1,135,21,9,11,1,0,4,6
492,Bookkeeper ,P,931,1,120,21,9,11,1,0,1,2
493,Certified Public Accountant,F,1235,1,135,48,1,3,9,3,7,8
494,Certified Public Accountant,F,802,1,110,48,1,3,9,3,2,3
495,Certified Public Accountant,F,906,1,110,48,8,3,9,3,2,3
496,Certified Public Accountant,F,330,1,85,48,5,3,9,2,0,0
497,Certified Public Accountant,F,602,1,85,48,0,3,9,2,0,1
498,Certified Public Accountant,F,294,1,85,48,6,3,9,2,0,6
499,Certified Public Accountant,P,829,1,115,17,6,3,9,2,0,7
500,Certified Public Accountant,P,1027,1,140,17,6,3,9,3,5,9
501,Certified Public Accountant,P,298,1,130,17,11,3,9,3,3,7
502,Certified Public Accountant,P,278,1,115,17,11,3,9,3,0,9
503,Certified Public Accountant,P,549,1,115,17,11,3,9,3,0,2
504,Certified Public Accountant,P,342,1,115,17,11,3,9,2,0,3
505,Cost Accounting Manager,F,979,1,105,42,1,11,9,3,1,3
506,Cost Accounting Manager,F,480,1,100,42,1,11,9,3,0,8
507,Cost Accounting Manager,F,107,1,100,42,7,11,9,3,0,3
508,Cost Accounting Manager,F,82,1,130,42,1,11,9,2,3,6
509,Cost Accounting Manager,F,168,1,140,42,7,11,9,2,5,6
510,Cost Accounting Manager,F,758,1,130,42,7,11,9,2,3,8
511,Cost Accounting Manager,P,903,1,100,22,7,11,9,2,0,0
512,Cost Accounting Manager,P,586,1,115,22,7,11,9,2,3,6
513,Cost Accounting Manager,P,1214,1,120,22,0,11,9,3,4,9
514,Cost Accounting Manager,P,226,1,90,22,5,11,9,3,4,7
515,Cost Accounting Manager,P,376,1,75,22,2,11,9,2,1,2
541,Real Estate Agent ,F,428,1,85,39,3,4,9,1,3,7
542,Real Estate Agent ,F,554,1,70,39,4,4,9,1,0,1
543,Real Estate Agent ,F,816,1,80,39,4,4,9,1,2,5
544,Real Estate Agent ,F,1072,1,125,39,4,4,9,2,2,6
545,Real Estate Agent ,F,99,1,115,39,5,4,9,2,0,1
546,Real Estate Agent ,F,1128,1,115,39,5,4,9,2,0,4
547,Real Estate Agent ,P,877,1,85,18,3,4,9,2,3,4
548,Real Estate Agent ,P,430,1,95,18,3,4,9,2,5,7
549,Real Estate Agent ,P,411,1,70,18,4,4,9,2,0,0
550,Real Estate Agent ,P,307,1,115,18,4,4,9,2,0,0
551,Real Estate Agent ,P,419,1,120,18,3,4,9,3,1,3
552,Real Estate Agent ,P,1144,1,115,18,4,4,9,3,0,0
553,Tax Accounting Manager,F,573,1,70,38,0,3,9,2,0,1
554,Tax Accounting Manager,F,51,1,90,38,2,3,9,2,4,7
555,Tax Accounting Manager,F,608,1,70,38,2,3,9,2,0,8
556,Tax Accounting Manager,F,1184,1,120,38,5,3,9,2,1,4
557,Tax Accounting Manager,F,222,1,145,38,11,3,9,2,6,9
558,Tax Accounting Manager,F,838,1,115,38,7,3,9,2,0,1
559,Tax Accounting Manager,P,1069,1,115,22,7,3,9,2,0,0
560,Tax Accounting Manager,P,503,1,115,22,7,3,9,2,0,0
561,Tax Accounting Manager,P,756,1,115,22,7,3,9,2,0,4
562,Tax Accounting Manager,P,617,1,105,22,7,3,9,2,1,2
563,Tax Accounting Manager,P,46,1,110,22,7,3,9,3,2,6
564,Tax Accounting Manager,P,599,1,115,22,7,3,9,3,3,9
565,Tax Analyst,F,1072,1,115,42,2,12,9,0,0,0
566,Tax Analyst,F,1322,1,130,42,2,12,9,0,3,8
567,Tax Analyst,F,990,1,115,42,2,12,9,0,0,1
568,Tax Analyst,F,959,1,95,42,0,12,9,1,2,5
569,Tax Analyst,F,592,1,95,42,2,12,9,1,2,9
570,Tax Analyst,F,280,1,85,42,3,12,9,1,0,2
571,Tax Analyst,P,361,1,70,16,3,12,9,2,0,4
572,Tax Analyst,P,427,1,70,16,3,12,9,2,0,3
573,Tax Analyst,P,555,1,90,16,3,12,9,2,4,7
574,Tax Analyst,P,247,1,85,16,3,12,9,2,0,0
575,Tax Analyst,P,1017,1,100,16,3,12,9,1,3,4
576,Tax Analyst,P,327,1,85,16,3,12,9,0,0,0
613,Economist ,F,355,1,85,48,0,7,9,2,0,4
614,Economist ,F,471,1,95,48,6,7,9,2,2,3
615,Economist ,F,562,1,85,48,2,7,9,2,0,4
616,Economist ,F,644,1,115,48,6,7,9,2,0,0
617,Economist ,F,496,1,115,48,8,7,9,2,0,1
618,Economist ,F,1262,1,125,48,8,7,9,2,2,4
619,Economist ,P,291,1,100,17,8,7,9,3,0,3
620,Economist ,P,819,1,100,17,3,7,9,3,0,1
621,Economist ,P,502,1,100,17,1,7,9,3,0,2
622,Economist ,P,756,1,80,17,3,7,9,3,2,9
623,Economist ,P,360,1,85,17,3,7,9,3,3,4
624,Economist ,P,382,1,90,17,3,7,9,3,4,7
625,Stockbroker ,F,435,1,80,48,6,8,9,0,2,4
626,Stockbroker ,F,769,1,80,48,5,8,9,0,2,5
627,Stockbroker ,F,264,1,70,48,5,8,9,0,0,0
628,Stockbroker ,F,717,1,80,48,3,8,9,0,2,3
629,Stockbroker ,F,313,1,70,48,1,8,9,0,0,3
630,Stockbroker ,F,887,1,85,48,4,8,9,0,3,5
631,Stockbroker ,P,728,1,85,23,4,8,9,1,0,0
632,Stockbroker ,P,436,1,125,23,4,8,9,1,8,9
633,Stockbroker ,P,231,1,85,23,4,8,9,1,0,3
634,Stockbroker ,P,226,1,115,23,4,8,9,1,0,4
635,Stockbroker ,P,1073,1,135,23,4,8,9,1,4,9
636,Stockbroker ,P,296,1,130,23,7,8,9,1,3,9
637,Bank Teller ,F,357,1,115,36,7,1,1,0,0,5
638,Bank Teller ,F,580,1,120,36,4,1,1,0,1,5
639,Bank Teller ,F,130,1,130,36,4,1,1,0,3,7
640,Bank Teller ,F,509,1,120,36,4,1,1,0,1,9
641,Bank Teller ,F,1000,1,115,36,4,1,1,0,0,1
642,Bank Teller ,F,791,1,125,36,2,1,1,0,2,5
643,Bank Teller ,P,106,1,85,19,6,1,9,0,0,2
644,Bank Teller ,P,507,1,85,19,1,1,9,0,0,1
645,Bank Teller ,P,517,1,90,19,1,1,9,0,1,2
646,Bank Teller ,P,290,1,70,19,2,1,9,1,0,0
647,Bank Teller ,P,205,1,70,19,2,1,9,1,0,0
648,Bank Teller ,P,718,1,80,19,1,1,9,1,2,3
697,Insurance Agent ,F,920,1,100,42,5,5,9,0,0,2
698,Insurance Agent ,F,579,1,100,42,5,5,9,0,0,1
699,Insurance Agent ,F,263,1,110,42,3,5,9,0,2,9
700,Insurance Agent ,F,73,1,100,42,7,5,9,0,3,6
701,Insurance Agent ,F,651,1,85,42,7,5,9,0,0,2
702,Insurance Agent ,F,537,1,95,42,5,5,9,1,2,3
703,Insurance Agent ,P,668,1,120,23,5,5,9,1,1,6
704,Insurance Agent ,P,976,1,115,23,5,5,9,1,0,4
705,Insurance Agent ,P,464,1,115,23,4,5,9,1,0,0
706,Insurance Agent ,P,1066,1,120,23,7,5,9,2,1,4
707,Insurance Agent ,P,679,1,115,23,5,5,9,2,0,2
708,Insurance Agent ,P,951,1,140,23,5,5,9,2,5,9
721,Investment Manager,F,1023,1,105,39,0,1,9,1,1,5
722,Investment Manager,F,717,1,100,39,0,1,9,1,0,3
723,Investment Manager,F,126,1,110,39,2,1,9,1,2,7
724,Investment Manager,F,687,1,100,39,1,1,9,1,3,4
725,Investment Manager,F,750,1,85,39,1,1,9,1,0,1
726,Investment Manager,F,143,1,100,39,1,1,9,1,3,8
727,Investment Manager,P,132,1,115,22,5,1,9,1,3,8
728,Investment Manager,P,1022,1,125,22,5,1,9,2,5,9
729,Investment Manager,P,797,1,100,22,8,1,9,2,0,6
730,Investment Manager,P,64,1,70,22,8,1,9,2,0,2
731,Investment Manager,P,65,1,70,22,8,1,9,2,0,0
732,Investment Manager,P,455,1,70,22,0,1,9,2,0,2
733,Loan Officer ,F,1050,1,115,34,9,9,9,0,0,2
734,Loan Officer ,F,1057,1,115,34,3,9,9,0,0,0
735,Loan Officer ,F,321,1,120,34,3,9,9,0,1,8
736,Loan Officer ,F,717,1,70,34,3,9,9,0,0,3
737,Loan Officer ,F,101,1,90,34,6,9,9,0,4,5
738,Loan Officer ,F,365,1,90,34,6,9,9,0,4,5
739,Loan Officer ,P,655,1,100,23,6,9,9,0,3,5
740,Loan Officer ,P,485,1,120,23,6,9,9,1,7,9
741,Loan Officer ,P,516,1,85,23,6,9,9,1,0,2
742,Loan Officer ,P,1001,1,120,23,2,9,9,1,1,2
743,Loan Officer ,P,1022,1,135,23,7,9,9,1,4,9
744,Loan Officer ,P,341,1,120,23,7,9,9,1,1,8
781,Corporate Counsel,F,272,1,90,43,2,11,18,1,1,5
782,Corporate Counsel,F,144,1,100,43,2,11,18,1,3,5
783,Corporate Counsel,F,548,1,85,43,2,11,18,1,0,3
784,Corporate Counsel,F,1051,1,105,43,2,11,18,1,4,5
785,Corporate Counsel,F,198,1,105,43,9,11,18,1,4,6
786,Corporate Counsel,F,123,1,85,43,9,11,18,2,0,1
787,Corporate Counsel,P,623,1,70,16,1,11,18,2,0,8
788,Corporate Counsel,P,224,1,75,16,5,11,18,2,1,2
789,Corporate Counsel,P,604,1,95,16,5,11,18,2,5,8
790,Corporate Counsel,P,55,1,150,16,5,11,18,2,7,9
791,Corporate Counsel,P,317,1,115,16,5,11,18,3,0,1
792,Corporate Counsel,P,603,1,115,16,5,11,18,3,0,1
793,Corporate Executive (Senior) ,F,436,1,80,43,0,4,9,2,2,8
794,Corporate Executive (Senior) ,F,343,1,75,43,0,4,9,2,1,6
795,Corporate Executive (Senior) ,F,729,1,70,43,0,4,9,2,0,1
796,Corporate Executive (Senior) ,F,597,1,100,43,0,4,9,2,0,8
797,Corporate Executive (Senior) ,F,128,1,100,43,9,4,9,2,0,1
798,Corporate Executive (Senior) ,F,801,1,120,43,9,4,9,3,4,8
799,Corporate Executive (Senior) ,P,133,1,115,21,9,4,9,3,0,8
800,Corporate Executive (Senior) ,P,705,1,115,21,6,4,9,3,0,3
801,Corporate Executive (Senior) ,P,1178,1,135,21,2,4,9,3,4,5
802,Corporate Executive (Senior) ,P,399,1,105,21,9,4,9,3,1,2
803,Corporate Executive (Senior) ,P,81,1,120,21,9,4,9,3,4,8
804,Corporate Executive (Senior) ,P,725,1,105,21,9,4,9,3,1,2
829,Executive Assistant ,F,89,1,100,48,0,2,0,0,6,7
830,Executive Assistant ,F,701,1,75,48,0,2,0,0,1,4
831,Executive Assistant ,F,70,1,70,48,0,2,0,0,0,1
832,Executive Assistant ,F,518,1,100,48,0,2,0,0,3,4
833,Executive Assistant ,F,1112,1,115,48,8,2,0,0,6,7
834,Executive Assistant ,F,524,1,95,48,8,2,0,0,2,3
835,Executive Assistant ,P,499,1,70,19,8,2,0,0,0,0
836,Executive Assistant ,P,273,1,70,19,8,2,0,0,0,2
837,Executive Assistant ,P,70,1,75,19,8,2,0,0,1,3
838,Executive Assistant ,P,653,1,85,19,8,2,9,1,0,2
839,Executive Assistant ,P,575,1,100,19,8,2,9,1,3,5
840,Executive Assistant ,P,788,1,85,19,8,2,9,1,0,2
841,Postal Service Clerk,F,86,1,90,49,3,11,0,0,4,9
842,Postal Service Clerk,F,692,1,70,49,3,11,0,0,0,0
843,Postal Service Clerk,F,819,1,95,49,3,11,0,0,5,7
844,Postal Service Clerk,F,508,1,70,49,4,11,0,0,0,3
845,Postal Service Clerk,F,525,1,80,49,4,11,0,0,2,4
846,Postal Service Clerk,F,641,1,70,49,5,11,0,0,0,0
847,Postal Service Clerk,P,1044,1,115,20,5,11,0,0,0,1
848,Postal Service Clerk,P,1225,1,125,20,3,11,0,0,2,9
849,Postal Service Clerk,P,869,1,125,20,8,11,0,0,2,8
850,Postal Service Clerk,P,1059,1,105,20,8,11,0,0,1,3
851,Postal Service Clerk,P,550,1,100,20,8,11,0,0,0,4
852,Postal Service Clerk,P,916,1,105,20,6,11,0,0,1,5
853,Human Resources Manager ,F,684,1,70,32,1,9,9,1,0,7
854,Human Resources Manager ,F,425,1,85,32,2,9,9,1,3,6
855,Human Resources Manager ,F,66,1,95,32,2,9,9,1,5,8
856,Human Resources Manager ,F,856,1,110,32,3,9,9,2,2,3
857,Human Resources Manager ,F,1156,1,115,32,0,9,9,2,3,9
858,Human Resources Manager ,F,926,1,115,32,0,9,9,2,3,5
859,Human Resources Manager ,P,539,1,80,16,0,9,9,1,2,7
860,Human Resources Manager ,P,559,1,70,16,0,9,9,1,0,1
861,Human Resources Manager ,P,530,1,70,16,1,9,9,1,0,1
862,Human Resources Manager ,P,957,1,115,16,1,9,9,1,0,1
863,Human Resources Manager ,P,891,1,115,16,1,9,9,1,0,4
864,Human Resources Manager ,P,882,1,115,16,1,9,9,1,0,0
877,Recruiter ,F,626,1,70,34,1,11,9,0,0,1
878,Recruiter ,F,278,1,75,34,6,11,9,0,1,5
879,Recruiter ,F,68,1,75,34,6,11,9,0,1,2
880,Recruiter ,F,1018,1,130,34,6,11,9,0,3,6
881,Recruiter ,F,1240,1,125,34,6,11,9,0,2,3
882,Recruiter ,F,833,1,115,34,6,11,9,1,0,3
883,Recruiter ,P,988,1,115,19,6,11,9,1,3,4
884,Recruiter ,P,967,1,100,19,0,11,9,1,0,0
885,Recruiter ,P,1093,1,110,19,0,11,9,1,2,3
886,Recruiter ,P,280,1,75,19,4,11,9,1,1,7
887,Recruiter ,P,102,1,80,19,6,11,9,1,2,3
888,Recruiter ,P,433,1,70,19,6,11,9,1,0,4
889,Supply Chain Manager,F,623,1,70,41,2,8,9,1,0,8
890,Supply Chain Manager,F,791,1,80,41,2,8,9,1,2,3
891,Supply Chain Manager,F,715,1,100,41,9,8,9,1,6,9
892,Supply Chain Manager,F,688,1,100,41,1,8,9,2,3,7
893,Supply Chain Manager,F,703,1,110,41,1,8,9,2,5,6
894,Supply Chain Manager,F,237,1,95,41,1,8,9,2,2,7
895,Supply Chain Manager,P,539,1,120,20,6,8,9,1,1,3
896,Supply Chain Manager,P,616,1,115,20,4,8,9,1,0,8
897,Supply Chain Manager,P,606,1,120,20,7,8,9,1,1,3
898,Supply Chain Manager,P,269,1,80,20,5,8,9,1,2,3
899,Supply Chain Manager,P,428,1,90,20,8,8,9,1,4,9
900,Supply Chain Manager,P,198,1,80,20,8,8,9,1,2,4
901,Customer Support Manager,F,770,1,120,35,1,9,9,1,1,3
902,Customer Support Manager,F,557,1,120,35,7,9,9,1,1,2
903,Customer Support Manager,F,679,1,150,35,4,9,9,1,7,9
904,Customer Support Manager,F,648,1,105,35,4,9,9,1,4,9
905,Customer Support Manager,F,940,1,100,35,4,9,9,1,3,4
906,Customer Support Manager,F,877,1,85,35,4,9,9,1,0,4
907,Customer Support Manager,P,735,1,90,20,4,9,9,1,1,4
908,Customer Support Manager,P,115,1,85,20,4,9,9,1,0,4
909,Customer Support Manager,P,458,1,105,20,4,9,9,2,4,5
910,Customer Support Manager,P,102,1,100,20,4,9,9,2,0,0
911,Customer Support Manager,P,466,1,105,20,2,9,9,2,1,6
912,Customer Support Manager,P,908,1,125,20,2,9,9,2,5,6
925,Event Coordinator,F,541,1,130,46,0,1,5,0,3,5
926,Event Coordinator,F,896,1,115,46,0,1,5,0,0,0
927,Event Coordinator,F,1135,1,125,46,0,1,5,0,2,6
928,Event Coordinator,F,765,1,100,46,0,1,5,0,6,9
929,Event Coordinator,F,265,1,80,46,0,1,5,0,2,5
930,Event Coordinator,F,135,1,70,46,5,1,5,0,0,1
931,Event Coordinator,P,413,1,115,20,5,1,5,1,0,3
932,Event Coordinator,P,319,1,140,20,0,1,5,1,5,8
933,Event Coordinator,P,1078,1,145,20,0,1,5,1,6,7
934,Event Coordinator,P,802,1,90,20,0,1,5,1,1,3
935,Event Coordinator,P,803,1,100,20,0,1,5,1,3,9
936,Event Coordinator,P,334,1,85,20,7,1,5,1,0,4
937,Compliance Manager,F,287,1,85,39,5,9,18,1,0,2
938,Compliance Manager,F,188,1,100,39,4,9,18,1,3,6
939,Compliance Manager,F,844,1,90,39,3,9,18,1,1,2
940,Compliance Manager,F,828,1,105,39,6,9,18,1,1,6
941,Compliance Manager,F,836,1,105,39,6,9,18,1,1,2
942,Compliance Manager,F,585,1,100,39,6,9,18,1,0,2
943,Compliance Manager,P,509,1,115,22,5,9,18,2,6,8
944,Compliance Manager,P,399,1,110,22,7,9,18,2,5,6
945,Compliance Manager,P,562,1,85,22,5,9,18,2,0,3
946,Compliance Manager,P,452,1,115,22,3,9,18,2,0,5
947,Compliance Manager,P,928,1,115,22,4,9,18,2,0,1
948,Compliance Manager,P,711,1,130,22,0,9,18,0,3,5
949,Compliance Analyst,F,1106,1,115,46,2,5,18,0,0,1
950,Compliance Analyst,F,1512,1,150,46,13,5,18,0,7,9
951,Compliance Analyst,F,353,1,115,46,13,5,18,0,0,1
952,Compliance Analyst,F,293,1,70,46,2,5,18,0,0,0
953,Compliance Analyst,F,771,1,75,46,1,5,18,0,1,9
954,Compliance Analyst,F,113,1,90,46,1,5,18,0,4,6
955,Compliance Analyst,P,684,1,115,18,1,5,18,1,0,0
956,Compliance Analyst,P,903,1,115,18,1,5,18,1,0,4
957,Compliance Analyst,P,492,1,120,18,5,5,18,1,1,5
958,Compliance Analyst,P,655,1,75,18,5,5,18,1,1,4
959,Compliance Analyst,P,148,1,70,18,5,5,18,1,0,4
960,Compliance Analyst,P,687,1,95,18,5,5,18,1,5,6
985,IT Configuration Manager,F,219,1,95,44,1,9,12,1,3,6
986,IT Configuration Manager,F,205,1,90,44,3,9,12,1,2,7
987,IT Configuration Manager,F,270,1,85,44,7,9,12,1,1,5
988,IT Configuration Manager,F,274,1,115,44,7,9,12,2,1,2
989,IT Configuration Manager,F,1073,1,110,44,7,9,12,2,0,2
990,IT Configuration Manager,F,343,1,110,44,0,9,12,2,0,1
991,IT Configuration Manager,P,426,1,95,20,0,9,12,2,0,1
992,IT Configuration Manager,P,474,1,95,20,4,9,12,2,0,1
993,IT Configuration Manager,P,449,1,95,20,7,9,12,2,0,2
994,IT Configuration Manager,P,813,1,125,20,7,9,12,2,0,2
995,IT Configuration Manager,P,528,1,125,20,5,9,12,2,0,0
996,IT Configuration Manager,P,298,1,155,20,5,9,12,2,6,9
997,Information Assurance Analyst,F,324,1,95,36,3,4,12,0,0,6
998,Information Assurance Analyst,F,900,1,120,36,7,4,12,0,5,6
999,Information Assurance Analyst,F,729,1,100,36,7,4,12,0,1,7
1000,Information Assurance Analyst,F,909,1,130,36,7,4,12,0,1,6
1001,Information Assurance Analyst,F,263,1,125,36,7,4,12,0,0,6
1002,Information Assurance Analyst,F,146,1,130,36,2,4,12,0,1,2
1003,Information Assurance Analyst,P,154,1,130,20,1,4,12,1,1,4
1004,Information Assurance Analyst,P,522,1,125,20,1,4,12,1,0,1
1005,Information Assurance Analyst,P,1218,1,130,20,3,4,12,1,1,4
1006,Information Assurance Analyst,P,793,1,135,20,3,4,12,1,2,7
1007,Information Assurance Analyst,P,1041,1,130,20,4,4,12,1,1,4
1008,Information Assurance Analyst,P,953,1,130,20,7,4,12,0,1,4
1009,Web Analyst,F,899,1,125,41,2,8,12,0,0,5
1010,Web Analyst,F,799,1,150,41,7,8,12,0,5,9
1011,Web Analyst,F,107,1,130,41,7,8,12,0,1,5
1012,Web Analyst,F,419,1,110,41,7,8,12,0,0,2
1013,Web Analyst,F,444,1,110,41,0,8,12,0,0,0
1014,Web Analyst,F,975,1,120,41,3,8,12,1,2,4
1015,Web Analyst,P,890,1,125,22,3,8,12,1,6,9
1016,Web Analyst,P,1124,1,125,22,1,8,12,1,6,9
1017,Web Analyst,P,778,1,95,22,8,8,12,1,0,1
1018,Web Analyst,P,648,1,85,22,8,8,12,1,1,7
1019,Web Analyst,P,501,1,80,22,6,8,12,1,0,0
1020,Web Analyst,P,145,1,95,22,6,8,12,1,3,5
1021,Data Business and Finance Analyst,F,891,1,90,44,2,9,12,1,2,8
1022,Data Business and Finance Analyst,F,374,1,90,44,6,9,12,1,2,5
1023,Data Business and Finance Analyst,F,442,1,90,44,6,9,12,1,2,5
1024,Data Business and Finance Analyst,F,1395,1,145,44,6,9,12,0,4,8
1025,Data Business and Finance Analyst,F,703,1,130,44,6,9,12,0,1,2
1026,Data Business and Finance Analyst,F,129,1,125,44,6,9,12,0,0,0
1027,Data Business and Finance Analyst,P,852,1,135,17,2,9,12,0,2,9
1028,Data Business and Finance Analyst,P,892,1,135,17,10,9,12,0,2,9
1029,Data Business and Finance Analyst,P,508,1,135,17,10,9,12,0,2,3
1030,Data Business and Finance Analyst,P,859,1,90,17,10,9,12,1,2,5
1031,Data Business and Finance Analyst,P,823,1,80,17,7,9,12,1,0,5
1032,Data Business and Finance Analyst,P,530,1,80,17,1,9,12,1,0,0
1033,Software Quality Assurance Manager,F,722,1,125,34,4,7,12,1,0,2
1034,Software Quality Assurance Manager,F,461,1,160,34,4,7,12,1,7,9
1035,Software Quality Assurance Manager,F,1026,1,130,34,4,7,12,1,1,7
1036,Software Quality Assurance Manager,F,84,1,135,34,6,7,12,1,2,5
1037,Software Quality Assurance Manager,F,1153,1,125,34,9,7,12,1,0,2
1038,Software Quality Assurance Manager,F,989,1,145,34,5,7,12,1,4,9
1039,Software Quality Assurance Manager,P,953,1,105,18,5,7,12,1,2,4
1040,Software Quality Assurance Manager,P,692,1,110,18,7,7,12,2,3,4
1041,Software Quality Assurance Manager,P,417,1,120,18,10,7,12,2,5,8
1042,Software Quality Assurance Manager,P,425,1,80,18,10,7,12,2,0,6
1043,Software Quality Assurance Manager,P,692,1,100,18,8,7,12,2,4,5
1044,Software Quality Assurance Manager,P,689,1,85,18,7,7,12,2,1,3
1045,Software Engineer ,F,367,1,110,37,0,12,12,0,6,8
1046,Software Engineer ,F,120,1,85,37,3,12,12,0,1,2
1047,Software Engineer ,F,416,1,90,37,5,12,12,0,2,3
1048,Software Engineer ,F,1341,1,155,37,2,12,12,0,6,9
1049,Software Engineer ,F,804,1,125,37,9,12,12,0,0,1
1050,Software Engineer ,F,1115,1,125,37,9,12,12,1,0,0
1051,Software Engineer ,P,924,1,115,21,5,12,12,1,1,3
1052,Software Engineer ,P,531,1,110,21,5,12,12,1,0,1
1053,Software Engineer ,P,200,1,115,21,5,12,12,2,1,3
1054,Software Engineer ,P,1044,1,130,21,11,12,12,2,1,4
1055,Software Engineer ,P,988,1,125,21,11,12,12,2,0,2
1056,Software Engineer ,P,897,1,125,21,3,12,12,2,0,7
1057,Computer Systems Analyst ,F,720,1,85,34,4,3,12,0,1,2
